agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Long Beach, CA 90806",(562) 676-4259,http://www.lacada.com/,No,RBHAdult - M: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing,",Signal Hills, CA 90755",(310) 672-3820,https://www.divinehealthservices.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Wilmington Community Recovery Center,"1318 North Avalon Boulevard, Suite A,Wilmington, CA 90744",(310) 549-2710,http://bhs-inc.org/,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 8/14/2025 7:00:25 AM,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,21:00,,,08:00,21:00,,,Closed,Closed,,
"BIENESTAR HUMAN SERVICES, INC",,"8134 Van Nuys Boulevard, Suite 200,Panorama City, CA 91402",(818) 908-3820,https://www.bienestar.org,Yes,,,Adult; L; G; B; T; Q,EnglishSpanish,Last Updated: 7/30/2024 2:11:29 PM,Closed,Closed,,,10:00,21:00,,,10:00,19:00,,,10:00,19:00,,,10:00,21:00,,,10:00,21:00,,,09:00,18:00,,
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing,",Signal Hills, CA 90755",(310) 672-3820,https://www.divinehealthservices.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,"514 West Pacific Coast Highway,Long Beach, CA 90806",(562) 432-0713,http://bhs-inc.org/,Yes,,,Adult,EnglishSpanish,Last Updated: 8/14/2025 7:06:07 AM,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,18:00,,,08:00,17:00,,,08:00,17:00,,
"BEHAVIORAL HEALTH SERVICES, INC.",Redgate,"1775 Chestnut Avenue,Long Beach, CA 90813",(562) 599-8444,http://bhs-inc.org/,Yes,RS(3.1)Adult - M: 1Adult - F: 1RS(3.5)Adult - M: 0Adult - F: 0R-WMAdult - M: 1Adult - F: 1I-WMAdult - M: 0Adult - F: 0,,Adult; M; A; T; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Criminal; Justice,English,Last Updated: 8/14/2025 6:04:26 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
"AEGIS TREATMENT CENTERS, LLC",,"14240 Imperial Highway,La Mirada, CA 90638",(562) 946-1587,http://www.aegistreatmentcenters.com/,Yes,,,M; A; T; Perinatal; Homeless,EnglishSpanish,Last Updated: 8/14/2025 8:29:38 AM,Closed,Closed,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,06:00,10:00,,
"PHOENIX HOUSES OF LOS ANGELES, INC.",Lake View Terrace,"11600 Eldridge Avenue,Lake View Terrace, CA 91342",(818) 686-3100,https://phoenixhouseca.org,Yes,,,Youth; Perinatal; Co-; Occurring; Mental; Health; Capabilities,Spanish,Last Updated: 7/31/2025 8:30:52 AM,Closed,Closed,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,Closed,Closed,,
"TARZANA TREATMENT CENTERS, INC.",,",Long Beach, CA 90808",(800) 996-1051,https://www.tarzanatc.org,Yes,RBHAdult - F: 2,,,English,Last Updated: 8/14/2025 9:13:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing (RBH),",Long Beach, CA 90808",(310) 672-3820,https://www.divinehealthservices.org,Yes,RBHAdult - F: 0,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEGIS TREATMENT CENTERS, LLC",,"909 North Avalon Boulevard,Wilmington, CA 90744",(310) 513-0626,http://www.aegistreatmentcenters.com/,Yes,,,M; A; T,English,Last Updated: 9/18/2024 7:39:08 AM,06:00,10:00,,,05:00,18:30,,,05:00,18:30,,,05:00,18:30,,,05:00,18:30,,,05:00,18:30,,,06:00,10:00,,
"BEHAVIORAL HEALTH SERVICES, INC.",People in Progress,",Long Beach, CA 90813",(562) 599-8444,http://bhs-inc.org/,Yes,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 6:04:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing (RBH),",Long Beach, CA 90813",(310) 672-3820,https://www.divinehealthservices.org,Yes,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDI HIRSCH PSYCHIATRIC SERVICE,Via Avanta,",Pacoima, CA 91331",(818) 897-2609,https://didihirsch.org,Yes,RS(3.1)Adult - F: 2RS(3.3)Adult - F: 2RS(3.5)Adult - F: 4R-WMAdult - F: 2,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,Spanish,Last Updated: 8/14/2025 7:52:22 AM,Closed,Closed,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,Closed,Closed,,
EL PROYECTO DEL BARRIO,,"9140 Van Nuys Boulevard, #211,Panorama City, CA 91402",(818) 895-2206,https://www.elproyecto.us,Yes,,,Adult; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; L; G; B; T; Q,EnglishSpanish,Last Updated: 8/14/2025 8:14:08 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
"HARBOR AREA HIGH GAIN PROGRAM, INC.",,"315-A East 11th Street,Long Beach, CA 90813",(562) 436-9801,,Yes,,,,EnglishSpanish,Last Updated: 6/30/2017 8:47:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN HEALTH SERVICES LLC,,"21505 Norwalk Boulevard,Hawaiian Gardens, CA 90716",(562) 916-7581,http://www.americanhealthservices.org,Yes,,,Adult; M; A; T,EnglishSpanish,Last Updated: 8/13/2025 6:59:33 PM,08:30,09:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,08:30,09:30,,
ABC TRAFFIC SAFETY PROGRAM,,"12100 Carson Street, E,Hawaiian Gardens, CA 90716",(562) 421-4949,https://www.abctraffic.com,Yes,,,,EnglishSpanish,Last Updated: 6/30/2017 8:24:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HELPLINE YOUTH COUNSELING, INC.",,"920 Atlantic Avenue, Suites 101 & 102,Long Beach, CA 90813",(562) 380-0261,https://hycinc.org,No,,,Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 8/14/2025 8:04:50 AM,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,16:30,,
WESTERN PACIFIC MED-CORP,,"9462 Van Nuys Boulevard,Panorama City, CA 91402",(818) 891-8555,www.westpacmed.com,Yes,,,Adult; M; A; T,EnglishSpanishTagalog,Last Updated: 8/14/2025 5:26:23 AM,06:00,21:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,21:30,,
"TRANSCULTURAL HEALTH DEVELOPMENT, INC.",Coastal Recovery Center,"117 East Harry Bridges Boulevard,Wilmington, CA 90744",(310) 549-8383,,Yes,,,Adult; M; A; T; Co-; Occurring; Mental; Health; Capabilities; Homeless,EnglishSpanish,Last Updated: 7/21/2025 12:06:35 PM,06:00,09:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,06:00,09:00,,
"BEHAVIORAL HEALTH SERVICES, INC.",,"615 Elm Avenue,Long Beach, CA 90802",(562) 435-7350,http://bhs-inc.org/,Yes,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,Women; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Criminal; Justice,English,Last Updated: 8/13/2025 10:32:49 AM,Closed,Closed,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,Closed,Closed,,
"BEHAVIORAL HEALTH SERVICES, INC.",Flossie Lewis,"341 and 351 East 6th Street,Long Beach, CA 90802",(562) 435-7350,http://bhs-inc.org/,Yes,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,Adult; Parent/; Guardian (; Female) with; Children; Perinatal; Criminal; Justice,English,Last Updated: 8/13/2025 10:32:49 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
ALCOHOL EDUCATION AND RECOVERY CENTER,,"1355 South Redondo Avenue, 2,Long Beach, CA 90804",(562) 986-5046,,Yes,,,,EnglishSpanish,Last Updated: 6/30/2017 8:57:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"728 1/2 Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Perinatal; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
PENNY LANE CENTERS,,"15305 Rayen Street,North Hills, CA 91343",(818) 430-4445,https://www.pennylane.org,Yes,,,Adult; Youth; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 8/14/2025 8:30:20 AM,Closed,Closed,,,08:00,20:00,,,08:00,21:00,,,08:00,20:00,,,08:00,21:00,,,08:00,18:00,,,09:00,17:00,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RBHAdult - F: 1,,Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RBHAdult - M: 0Adult - F: 0,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RBHAdult - M: 0Adult - F: 0,,Physically; Disabled; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing (RBH),",Long Beach, CA 90804",(310) 672-3820,https://www.divinehealthservices.org,Yes,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Long Beach, CA 90804",(562) 665-7488,http://www.lacada.com/,Yes,RBHAdult - M: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RBHAdult - M: 0,,Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RBHAdult - M: 0,,Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RBHAdult - M: 0,,Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,Safe Refuge,",Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RBHAdult - M: 0,,Veterans; Homeless,EnglishSpanish,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"1046 Redondo Avenue,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Physically; Disabled; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,12:00,17:30,,
SAFE REFUGE,,"3125 East 7th Street,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,09:00,17:30,,
SAFE REFUGE,,"728-A Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"728 Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"718 Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Veterans; Homeless,EnglishSpanish,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"727 Obispo Avenue,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,Physically; Disabled; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"729 Obispo Avenue,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,Adult,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"3111 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Veterans; Homeless,EnglishSpanish,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,07:00,17:00,,,07:00,17:00,,,07:00,17:00,,,07:00,17:00,,,07:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"719 Obispo Avenue, Apts. 1-10,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"3115 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Adult,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"3113 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Physically; Disabled; Veterans; Homeless,American Sign LanguageEnglish,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,07:00,17:00,,,07:00,17:00,,,07:00,17:00,,,07:00,17:00,,,07:00,17:00,,,09:00,17:30,,
SAFE REFUGE,,"3131 East 7th Street, Apt.1, 3, 4, 5, 6,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Physically; Disabled; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
SAFE REFUGE,,"3137-3139 East 7th Street,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,Yes,,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Physically; Disabled; Veterans; Homeless,EnglishSpanish,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,07:00,22:00,,,09:00,17:00,,
SAFE REFUGE,,"3119 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,https://www.asaferefuge.org,No,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Veterans; Homeless,English,Last Updated: 8/14/2025 7:22:24 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
"ADDICTION RESEARCH AND TREATMENT, INC.",,"15229 East Amar Road,La Puente, CA 91744",(626) 855-5090,https://www.medmark.com,Yes,,,M; A; T; Perinatal,CantoneseEnglishRussianSpanishTagalog,Last Updated: 11/20/2019 9:09:32 AM,06:00,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,06:00,13:30,,
"BAART BEHAVIORAL HEALTH SERVICES, INC.",,"15229 East Amar Road,La Puente, CA 91744",(626) 855-5090,https://www.baartprograms.com/,Yes,,,Adult; M; A; T; Co-; Occurring; Mental; Health; Capabilities; Veterans; Homeless,EnglishSpanish,Last Updated: 11/20/2022 11:09:48 PM,06:00,09:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,06:00,09:30,,
"SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER, INC.",,"16650 Sherman Way, Suite 102,Van Nuys, CA 91406",(818) 901-4836,https://www.movinglivesforward.org/,No,,,Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; Veterans; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 4/5/2022 5:00:02 PM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
"FRED KENNEDY ASSOCIATES, INC.",,"1931 North Gaffey Street, Suite D,San Pedro, CA 90731",(310) 521-1263,https://www.fredkennedy.us,Yes,,,,EnglishSpanish,Last Updated: 6/29/2017 10:32:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.","Tarzana Treatment Center, Inc",",Long Beach, CA 90814",(800) 996-1051,https://www.tarzanatc.org,Yes,RBHAdult - M: 1,,,English,Last Updated: 8/14/2025 9:13:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN FERNANDO RECOVERY CENTER,,"762, 734, 732 Griswold Avenue,San Fernando, CA 91340",(747) 500-9405,https://sanfernandorecoverycenter.com/,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Criminal; Justice,Spanish,Last Updated: 8/14/2025 9:27:19 AM,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,
"SAFETY EDUCATION CENTER, INC.",,"1515 West Cameron Avenue, Building C, Suite 300,West Covina, CA 91790",(626) 960-3977,,Yes,,,,EnglishSpanish,Last Updated: 6/29/2017 10:07:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST VALLEY HEALTH CORPORATION,,"1036 North Maclay Avenue,San Fernando, CA 91340",(818) 365-2571,https://www.nevhc.org,Yes,,,,EnglishSpanish,Last Updated: 6/29/2017 10:35:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN TOWN CORPORATION,Twin Town Treatment Centers,"4281 Katella Avenue, Suite 117,Los Alamitos, CA 90720",(562) 596-0050,https://twintowntreatmentcenters.com,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 8/14/2025 8:12:14 AM,Closed,Closed,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,17:00,,
"DRIVER SAFETY AWARENESS PROGRAM, INC.",,"16909 Parthenia Street, #104B,Northridge, CA 91343",(818) 830-8870,,No,,,,Spanish,Last Updated: 3/26/2024 12:15:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PALMS RECOVERY CENTER,,"130 South 1st Street,City Of Industry, CA 91744",(626) 968-8875,https://www.twinpalmsrc.org,No,,,,EnglishSpanish,Last Updated: 5/17/2023 7:58:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",BHS/Flossie Lewis Center,",Long Beach, CA 90802",(562) 435-7350,http://bhs-inc.org/,Yes,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 10:32:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Long Beach, CA 90802",(562) 863-0987,http://www.lacada.com/,Yes,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,",San Pedro, CA 90731",(310) 831-9411,https://www.houseofhopesp.org,No,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:45:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Joint Efforts,"590 West 8th Street,San Pedro, CA 90731",(310) 831-2358,http://bhs-inc.org/,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 8/13/2025 6:57:39 AM,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,21:00,,,08:00,17:00,,,08:00,17:00,,
"HOUSE OF HOPE FOUNDATION, INC.",,"205 West 9th Street,San Pedro, CA 90731",(310) 521-9209,https://www.houseofhopesp.org,Yes,,,Adult; Homeless; Criminal; Justice,English,Last Updated: 8/13/2025 9:45:40 AM,Closed,Closed,,,08:00,21:30,,,08:00,17:00,,,08:00,17:00,,,08:00,21:30,,,08:00,17:00,,,08:00,16:00,,
"HOUSE OF HOPE FOUNDATION, INC.",,"221, 223, 225, 227, 229, 235 West 9th Street,San Pedro, CA 90731",(877) 403-8016,https://www.houseofhopesp.org,No,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,Adult; Criminal; Justice,English,Last Updated: 8/13/2025 9:45:40 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
BEACON HOUSE ASSOCIATION OF SAN PEDRO (THE),,"132 West 10th Street,San Pedro, CA 90731",(310) 514-4940,https://www.thebeaconhouse.org,Yes,RS(3.1)Adult - M: 0,,,English,Last Updated: 8/14/2025 9:10:22 AM,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,
BEACON HOUSE ASSOCIATION OF SAN PEDRO (THE),,"103 West 11th Street,San Pedro, CA 90731",(310) 514-4940,https://www.thebeaconhouse.org,No,,,,English,Last Updated: 8/14/2025 9:10:22 AM,Closed,Closed,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,09:00,17:00,,
"TARZANA TREATMENT CENTERS, INC.",,"18646 Oxnard Street,Tarzana, CA 91356",(800) 996-1051,https://www.tarzanatc.org,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 1Adult - F: 0R-WMAdult - M: 0Adult - F: 0I-WMAdult - M: 0Adult - F: 0,,Adult; Youth; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Veterans; Homeless; Criminal; Justice,ArmenianEnglishRussianSpanishTagalog,Last Updated: 8/14/2025 9:17:53 AM,Closed,Closed,,,08:30,18:00,,,08:30,19:00,,,08:30,18:00,,,08:30,19:00,,,08:30,18:00,,,08:30,14:00,,
